name,rating,rating_count,cost,cuisine,city
Chopstix,4.1,50,400,Chinese,Agra
Chainess,4.0,50,200,"Beverages,Fast Food",Agra
Punjabi Chulha,3.7,20,200,"North Indian,Punjabi",Agra
Pablo Premium Kitchen,5.0,20,300,"Indian,Chinese",Agra
MKOP,3.8,50,300,"Desserts,Pizzas",Agra
Tirupati's Dosa Factory,3.8,50,300,South Indian,Agra
Kings Kulfi & Ice Cream,4.4,20,200,"Desserts,Ice Cream",Agra
Amritsari Tandoori Kulcha Wa Choor Choor Naan,3.5,20,200,"North Indian,Indian",Agra
Dosa Factory,3.9,20,200,"South Indian,Chinese",Agra
NIC Natural Ice Creams,4.4,100,120,"Ice Cream,Desserts",Agra
Amritsari Kulcha Junction,3.9,100,300,"North Indian,Chinese",Agra
What the food,3.7,100,300,"North Indian,Chinese",Agra
Atlantic Foods,3.9,20,300,"Desserts,Bakery",Agra
Giani Ice Cream,4.2,50,200,Desserts,Agra
European Bakery,3.0,100,300,"Bakery,Desserts",Agra
Barbeque Nation,3.5,50,600,"North Indian,Barbecue",Agra
UBQ by Barbeque Nation,3.7,100,300,"North Indian,Barbecue",Agra
Kiskey Whiskey,4.1,50,500,"Indian,Mexican",Agra
The Big Bun,3.6,20,250,"Bakery,Pizzas",Agra
Fruck,3.4,100,300,"Chinese,North Indian",Agra
Bikanervala,4.0,500,400,"North Indian,Chinese",Agra
Grameen Kulfi,4.4,50,120,"Ice Cream,Desserts",Agra
Sardarji Da Dhaba,3.4,100,200,"North Indian,Mughlai",Agra
Deviram Sweets,4.0,50,200,"Sweets,Snacks",Agra
Burger 27,4.2,100,250,"Desserts,Chinese",Agra
Hari Chatni,4.2,20,300,"North Indian,Chinese",Agra
New Agra Fast Food & Restaurant,3.7,100,200,"South Indian,Chinese",Agra
PIZZA PASTA DAY,4.4,20,59,"Pizzas,Italian",Agra
Momozilla,4.0,20,200,Chinese,Agra
Faasos - Wraps & Rolls,4.3,100,200,"Fast Food,Snacks",Agra
Subway,4.1,100,350,"Healthy Food,Salads",Agra
Bakingo,4.3,50,299,"Bakery,Desserts",Agra
Behrouz Biryani,4.6,100,500,"Biryani,Mughlai",Agra
The Briston Kitchen,3.8,100,200,"North Indian,Chinese",Agra
Agra Fast Food and Restaurant,3.5,100,200,"North Indian,South Indian",Agra
Bhagwati Dhaba & Thali,3.3,20,200,North Indian,Agra
Oven Story Pizza,4.0,100,400,Pizzas,Agra
Anant Restaurant,3.9,100,200,South Indian,Agra
Cake & Bake,2.4,20,200,Bakery,Agra
KFC,4.1,100,450,"American,Snacks",Agra
Homey meal preetis kitchen,3.7,20,200,"North Indian,Chinese",Agra
Karchi,4.1,100,300,"North Indian,Mughlai",Agra
The Burritos Wrap and Rolls,4.0,20,150,Snacks,Agra
Sweet Truth - Cake and Desserts,4.3,20,450,"Bakery,Desserts",Agra
The Biryani Life,4.1,100,250,"Biryani,Hyderabadi",Agra
Agra Biryani Hotspot,3.9,50,300,"Biryani,Kebabs",Agra
The Good Bowl,4.0,20,400,"North Indian,Punjabi",Agra
Bhagwan Corner,2.9,100,200,Bakery,Agra
New 24 Seven Restaurant Cafe,2.6,20,300,"Continental,Chinese",Agra
Pure Veg Meals by Lunchbox,3.9,20,200,"North Indian,Desserts",Agra
Chow's Kitchen,3.5,50,300,"Chinese,Thai",Agra
Mehfil Biryani by Zakir Khan,3.4,50,600,"Biryani,Mughlai",Agra
Bikaner Express,3.9,20,300,"North Indian,Italian",Agra
Achman Foods (Bhagwan Talkies),4.0,100,400,"North Indian,South Indian",Agra
LunchBox - Meals and Thalis,4.1,50,200,"North Indian,Punjabi",Agra
Firangi Bake,4.0,20,400,"Italian,Mexican",Agra
Kwality Walls Frozen Dessert and Ice Cream Shop,4.4,100,300,Ice Cream,Agra
B & B Restro,3.4,20,300,"Indian,Continental",Agra
Manoj Dhaba,3.5,50,400,North Indian,Agra
Rock N Roll Wala,3.5,20,200,"Beverages,Pizzas",Agra
THE MASTER CHEF RESTAURANT,2.6,20,250,"Chinese,North Indian",Agra
Golden China Restaurant,3.9,20,300,"Chinese,North Indian",Agra
CAKE SHOWROOM,2.2,20,1200,Bakery,Agra
Food Stock Exchange,3.7,50,200,"Chinese,North Indian",Agra
Pind Balluchi,3.7,100,400,"North Indian,Mughlai",Agra
Guru Mahima Shakahari Bhojnalya,3.2,50,200,North Indian,Agra
Mumbai Chingo Chinese,3.3,20,250,"Chinese,Pastas",Agra
Shri Bankey Bihari Misthan Bhandar,3.7,50,150,"Chinese,South Indian",Agra
shiv bhojhnalaya,3.3,100,200,North Indian,Agra
Deviram Food Circle,3.8,100,300,"Sweets,Snacks",Agra
Chaap Waale Veer Ji,3.8,20,200,"North Indian,Snacks",Agra
Mama matan chicken bhandar,2.3,20,310,"Indian,North Indian",Agra
Shiva Bhojnalaya,3.4,100,200,"North Indian,Indian",Agra
Grill INN,4.2,50,200,Italian,Agra
Om Sai Ram Bhojnalaya,3.4,500,250,"North Indian,Chinese",Agra
The Momo corner,3.7,20,250,"Chinese,Beverages",Agra
Yum Yum Vada Pav No.1,3.3,20,200,North Indian,Agra
Chef Signature : The Food Lovers,3.0,100,200,"Chinese,North Indian",Agra
Momo Cartel,3.5,50,300,"Chinese,Pastas",Agra
Curry Patta,4.1,20,250,South Indian,Agra
Shri Mangalam Dhabha,3.6,50,200,North Indian,Agra
TANDOORI NIGHT,2.9,20,200,"Tandoor,Indian",Agra
Celebration Restaurant,4.1,20,200,"North Indian,Chinese",Agra
The best diet corner,5.0,20,200,"Indian,Beverages",Agra
Unplugged Courtyard,2.7,20,300,"Indian,Chinese",Agra
Uphaar,4.3,20,150,Maharashtrian,Agra
Goli Vada Pav No. 1,4.1,100,100,"Maharashtrian,North Indian",Agra
Pandit Bhojnalaya,3.4,500,200,North Indian,Agra
Romo's Junction,3.6,20,299,"Chinese,North Indian",Agra
Moonlight - Punjabi Restaurant,3.6,50,200,"North Indian,South Indian",Agra
ROMOS Bistro,3.5,20,399,"Chinese,Indian",Agra
Brijwasi Sweet House,3.6,20,300,"Desserts,Sweets",Agra
Rola Wala,3.7,20,300,Chinese,Agra
Hungry Dragon,1.4,20,200,Pizzas,Agra
Moolchand  Paratha,3.5,50,200,North Indian,Agra
Ram Babu Parathe Wale,3.5,20,600,North Indian,Agra
Nandani Red Crystal Restaurant,3.3,20,150,"Beverages,Chinese",Agra
M.A.D By Tomato'S,4.3,100,1200,"Indian,Chinese",Ahmedabad
Tea Post,4.0,100,150,Fast Food,Ahmedabad
Thali Central,3.6,100,250,"Thalis,Fast Food",Ahmedabad
Shreejikrupa,4.0,50,200,"Snacks,Beverages",Ahmedabad
The Baker's Dozen,4.3,100,300,"Bakery,Desserts",Ahmedabad
Jenny's Brownies,3.7,50,250,"Bakery,Desserts",Ahmedabad
Jay Kalyan Poha Center,4.2,50,100,Snacks,Ahmedabad
Taco Bell,3.7,500,300,Mexican,Ahmedabad
Sankalp,3.9,20,350,"South Indian,Beverages",Ahmedabad
Gajanand Pauva House,4.2,100,200,"Street Food,Snacks",Ahmedabad
Ab Chai Pe Charcha,3.0,50,200,"Snacks,Beverages",Ahmedabad
Golden Brown,4.7,20,300,Desserts,Ahmedabad
Rotti Shotti,4.0,20,600,"North Indian,Tandoor",Ahmedabad
V Cafe - Meals By PVR,4.0,100,300,"Pizzas,Snacks",Ahmedabad
Cake Jsk Live Cake,3.8,20,600,Bakery,Ahmedabad
Hari Om Centre,4.0,100,200,"North Indian,Gujarati",Ahmedabad
New York Waffles & Dinges,3.8,100,250,"Waffle,Beverages",Ahmedabad
A1 Paratha,4.3,1000,200,North Indian,Ahmedabad
Fitfuel & Co,3.8,20,500,Indian,Ahmedabad
Dum Pe Dum,4.2,20,500,"Biryani,Indian",Ahmedabad
Cake Eggless,4.1,20,600,Desserts,Ahmedabad
Shakti - The Sandwich Shop,3.5,100,250,Pizzas,Ahmedabad
Express By Ab'S,3.5,50,400,"Biryani,North Indian",Ahmedabad
Bread Box,4.4,50,250,Fast Food,Ahmedabad
The Belgian Waffle Co.,4.4,50,200,"Desserts,Beverages",Ahmedabad
Dangee Dums,4.5,50,400,"Desserts,Bakery",Ahmedabad
Subway,4.1,100,350,"Fast Food,Healthy Food",Ahmedabad
Firangi Bake,4.0,20,400,"Italian,Mexican",Ahmedabad
Eat Punjab,4.1,500,500,"North Indian,Indian",Ahmedabad
Huber & Holly,4.3,100,500,"Pizzas,Beverages",Ahmedabad
Bhullar S Butter Chicken Co.,4.0,20,400,"Indian,Desserts",Ahmedabad
Havmor Havfunn ice cream,4.0,20,200,"Ice Cream,Ice Cream Cakes",Ahmedabad
Hocco Eatery,4.2,50,400,"North Indian,Pizzas",Ahmedabad
Das Khaman,4.1,100,200,Snacks,Ahmedabad
Oven Story Pizza,4.1,100,400,"Pizzas,Italian",Ahmedabad
Shiv Roop Food,3.4,50,200,"Thalis,Combo",Ahmedabad
The House of Makeba,3.7,20,800,Indian,Ahmedabad
Jay Jhulelal Dal Pakwan,4.5,50,150,Indian,Ahmedabad
Mayur Bhajiya,4.3,20,250,Beverages,Ahmedabad
falashin juices and Dishes,4.0,50,200,"Juices,Beverages",Ahmedabad
The Good Bowl,4.0,100,400,"North Indian,Punjabi",Ahmedabad
New Egg World,3.9,100,400,"Fast Food,Snacks",Ahmedabad
Jalaram Parotta House,3.9,100,200,"North Indian,Gujarati",Ahmedabad
The Butter Kitchen,3.6,100,250,"Combo,North Indian",Ahmedabad
Biryani Kitchen & Bengali Sweet,3.7,50,250,"Biryani,Tandoor",Ahmedabad
Grameen Kulfi,4.6,100,120,"Ice Cream,Desserts",Ahmedabad
Gwalia Sweets & Restaurant,4.1,20,450,"Sweets,North Indian",Ahmedabad
Kake Di Hatti,4.2,20,800,"Beverages,North Indian",Ahmedabad
Mahalaxmi Bhajipav And Pulav Center (Sbr),4.2,100,300,Street Food,Ahmedabad
Coffee Culture,4.6,20,350,"Pizzas,Pastas",Ahmedabad
Makhni Brothers,3.7,500,350,"North Indian,Kebabs",Ahmedabad
Meal station,3.5,100,200,"Thalis,Punjabi",Ahmedabad
Havmor Ice Cream,3.6,20,200,"Ice Cream,Desserts",Ahmedabad
Bhojanam,4.0,100,199,"Combo,Thalis",Ahmedabad
TGB Cafe N Bakery,4.5,20,400,"Bakery,Snacks",Ahmedabad
Wakka Makka Chinese,3.6,100,250,"Chinese,Asian",Ahmedabad
Olio Pizzeria,4.8,20,200,"Pizzas,Continental",Ahmedabad
Momoman- Gurukul,3.9,100,250,Chinese,Ahmedabad
Nanking Express,4.1,20,200,Indian,Ahmedabad
Prince Snacks & South Indian,2.7,20,200,"Snacks,South Indian",Ahmedabad
The Grand Thakar,4.2,100,500,"Gujarati,Indian",Ahmedabad
Curry Up,4.3,20,400,North Indian,Ahmedabad
Kathiyawadi moj,2.9,20,250,"Gujarati,Snacks",Ahmedabad
Punjab Paratha Zone,4.0,100,200,North Indian,Ahmedabad
La Pino'Z Pizza,3.9,100,400,"Pizzas,Pastas",Ahmedabad
Belgian Waffles,3.4,20,300,"Snacks,Desserts",Ahmedabad
Hot Lee Chinese,3.8,100,250,"Chinese,Asian",Ahmedabad
Balista,3.3,20,300,"American,Jain",Ahmedabad
Sandwich N Shakes,2.5,20,100,"Snacks,Beverages",Ahmedabad
Sasuma,4.0,100,100,"Gujarati,Snacks",Ahmedabad
Amazing Hydrabadi Dum Biryani,4.1,100,700,"Biryani,North Indian",Ahmedabad
Brown Butter,3.9,20,600,"Desserts,Beverages",Ahmedabad
Sweet Truth - Cake and Desserts,4.3,50,450,"Ice Cream,Bakery",Ahmedabad
Saffron,4.0,20,700,North Indian,Ahmedabad
Agarwal Mithai Bhandar,4.4,50,200,"Sweets,Snacks",Ahmedabad
Vadilal Ice Creams,4.4,20,200,Ice Cream,Ahmedabad
Radhika'S Authentic South Indian Food,4.2,100,250,South Indian,Ahmedabad
Puffizza,4.1,100,400,"Pizzas,Italian",Ahmedabad
Amritsari Food Junction,3.9,20,250,South Indian,Ahmedabad
The Healthy Stove,3.7,1000,200,"North Indian,Healthy Food",Ahmedabad
Oven Magick,4.0,20,200,Desserts,Ahmedabad
The Punjab Paratha,4.1,20,200,Punjabi,Ahmedabad
Rudu Kathiawad,3.6,20,200,"Gujarati,Punjabi",Ahmedabad
Gwalia Baklawa,4.2,50,300,"Sweets,North Indian",Ahmedabad
Gwalbhog,4.1,20,500,"Sweets,North Indian",Ahmedabad
Shiv Shakti Kathiyawadi,4.1,100,300,Indian,Ahmedabad
The South Spot,4.3,100,300,South Indian,Ahmedabad
High On Chai,4.4,50,300,"Beverages,Pizzas",Ahmedabad
Bengal Sweets,4.0,20,200,"Sweets,Bengali",Ahmedabad
London Yard Pizza,3.7,50,300,"Pizzas,Italian",Ahmedabad
NIC Natural Ice Creams,4.6,500,120,"Ice Cream,Desserts",Ahmedabad
Pearl Restaurant,3.7,20,350,"Fast Food,Punjabi",Ahmedabad
The Vegan Kitchen,4.3,20,400,"Healthy Food,Salads",Ahmedabad
Fresh N Fresh,4.2,100,250,Bakery,Ahmedabad
Cheers,4.5,100,250,"Desserts,Ice Cream",Ahmedabad
Bong Sweet & Fast Food,3.8,100,200,"Bengali,Biryani",Ahmedabad
KFC,3.8,500,400,"American,Snacks",Ahmedabad
Asharfi Kulfi,4.5,50,200,"Desserts,Beverages",Ahmedabad
Tuli'S Royal Bengal,3.9,100,300,"Bengali,Mughlai",Ahmedabad
Sea Food Kitchen,3.5,20,250,"Seafood,Bengali",Ahmedabad
Smokin' Joe's,3.5,20,400,"Italian,Pizzas",Ahmedabad
Dheemi Aanch,4.3,100,600,Indian,Ahmedabad
Tamil Pasanga Cafe,4.5,50,200,South Indian,Ahmedabad
Shree Marutinandan,3.3,20,600,"Gujarati,Rajasthani",Ahmedabad
Faasos - Wraps & Rolls,4.3,500,200,"Fast Food,Snacks",Ahmedabad
Natural Ice Cream,4.6,100,150,Ice Cream,Ahmedabad
Punjabiyat - By Jassi De Parathe,4.4,50,800,Indian,Ahmedabad
Angithi By Mirch Masala,4.3,20,900,"Indian,North Indian",Ahmedabad
Hotel Rajpath,4.3,20,600,"Indian,Chinese",Ahmedabad
Punjab De Parathe,4.0,100,250,"Punjabi,North Indian",Ahmedabad
Karnavati Dabeli,4.0,20,150,"Beverages,Street Food",Ahmedabad
Om Food Center - Vastrapur Lake,3.8,100,200,"Indian,North Indian",Ahmedabad
D And C Frankie,3.7,20,400,Snacks,Ahmedabad
Stuff Paratha,4.1,50,250,"North Indian,Chinese",Ahmedabad
Shankar'S Ice Cream Library,4.3,20,450,"Desserts,Ice Cream",Ahmedabad
Absolute Barbecues-AB s,3.8,20,400,"Indian,Chinese",Ahmedabad
Jay Kalyan Poha Cornar,3.8,20,150,"Street Food,Snacks",Ahmedabad
Lassi Ghar,4.4,20,100,Beverages,Ahmedabad
Jasuben Shah Old Pizza,4.2,100,150,"Pizzas,Snacks",Ahmedabad
Apna Punjab Parattha,3.8,100,250,Indian,Ahmedabad
Jugaadi Adda,4.3,100,300,Indian,Ahmedabad
Kosho's Hotdogs,4.0,20,350,"American,Bakery",Ahmedabad
Eggers Cafe,3.9,100,250,"Indian,Chinese",Ahmedabad
McDonald's,4.0,500,400,"Burgers,Beverages",Ahmedabad
Chai Wai,4.2,50,200,"Beverages,Snacks",Ahmedabad
Raju Omlet Centre (Roc Express Delivery),3.6,50,300,"Snacks,North Indian",Ahmedabad
Tuli'S Restaurant,3.9,100,200,"Bengali,North Indian",Ahmedabad
Karnavati Snacks,3.7,20,200,"Fast Food,Snacks",Ahmedabad
Jay Ambe Thali,3.8,1000,150,"Gujarati,Thalis",Ahmedabad
Maharaja Thalis,3.6,100,200,"North Indian,Chinese",Ahmedabad
Behrouz Biryani,4.3,100,500,"Biryani,Mughlai",Ahmedabad
Cafe Coffee Day,4.1,100,300,"Beverages,Snacks",Ahmedabad
No Mad Baker - The Pizzeria,4.0,100,600,Pizzas,Ahmedabad
Melt In (Alpha One),4.3,20,250,"Ice Cream,Desserts",Ahmedabad
Rotlo Gujarati Rasthal,3.9,100,300,Gujarati,Ahmedabad
Barbeque Nation,3.8,100,600,"North Indian,Barbecue",Ahmedabad
Biskut,4.5,50,250,Desserts,Ahmedabad
The Biryani Life,3.9,100,200,"Biryani,Hyderabadi",Ahmedabad
Hoglatto,4.2,20,400,"Desserts,Beverages",Ahmedabad
Fat Tiger,3.7,20,300,"Pan Asian,Chinese",Ahmedabad
The Brooklyn Creamery - Healthy Ice Cream,3.8,20,200,"Desserts,Ice Cream",Ahmedabad
Foodhut,2.9,20,300,"Snacks,Beverages",Ahmedabad
Kbobs,3.9,500,400,"North Indian,Punjabi",Ahmedabad
1944 - The Hocco Kitchen,4.1,100,500,"North Indian,Continental",Ahmedabad
Fozzie'S Pizzaiolo,3.9,50,500,"Italian,Pizzas",Ahmedabad
La Milano Pizzeria,4.3,500,199,"Italian,Pizzas",Ahmedabad
Samosa & Co. By TGB (Vastrapur),4.4,50,200,Snacks,Ahmedabad
BOSS Burger,4.1,100,500,"American,Continental",Ahmedabad
Burger King,3.8,1000,350,"American,Fast Food",Ahmedabad
Nair Foods,4.3,100,300,South Indian,Ahmedabad
New Freeze Land,4.1,100,200,"Cafe,American",Ahmedabad
Curries,4.1,100,600,"Indian,Chinese",Ahmedabad
The Simply Salad,4.6,50,200,"Salads,Healthy Food",Ahmedabad
Sheeba Delicious,4.3,100,500,"North Indian,Chinese",Ahmedabad
Baked By Nini's,4.2,20,400,"Snacks,Desserts",Ahmedabad
Punjab Di Gaddi,4.2,20,350,"Punjabi,North Indian",Ahmedabad
The Wrap Co.,3.9,100,300,"Fast Food,Desserts",Ahmedabad
The Blue Oven,4.3,100,600,"Continental,Pizzas",Ahmedabad
Birmies,4.4,100,350,"Mexican,Chinese",Ahmedabad
Massala Theoryy,4.0,20,400,"Italian,North Indian",Ahmedabad
Kovallam,4.0,50,400,South Indian,Ahmedabad
Mocha,4.1,100,700,"Continental,Chinese",Ahmedabad
Foodish Daily Chaska,3.8,20,200,"Street Food,Continental",Ahmedabad
Meals101,3.8,500,300,"Asian,North Indian",Ahmedabad
Chicago pizza,4.6,20,400,Pizzas,Ahmedabad
I Love Sandwich House,4.0,20,600,"Desserts,Beverages",Ahmedabad
Cafe De Italiano,4.0,20,500,Beverages,Ahmedabad
New Real Paprika - Iscon,3.8,50,250,"Pizzas,Pastas",Ahmedabad
Oven & Grill,3.6,500,250,"Pizzas,Pastas",Ahmedabad
Shiva'S Coffee Bar & Snacks,4.0,50,250,Beverages,Ahmedabad
Eggs & Eggs,4.1,20,200,Fast Food,Ahmedabad
Prince Bhajipav,3.2,1000,200,Chinese,Ahmedabad
Fit O'Clock,4.6,50,300,"Healthy Food,Salads",Ahmedabad
First11 - The Punjabi Kitchen,3.3,100,200,"Indian,Thalis",Ahmedabad
Mr Mirchilal Samosa,4.1,20,250,"Snacks,Fast Food",Ahmedabad
Get Desserted,4.2,100,200,"Beverages,Desserts",Ahmedabad
Juice My Day,4.2,100,250,"Healthy Food,Beverages",Ahmedabad
Iscon Ganthiya,4.1,100,100,"Indian,Thalis",Ahmedabad
Ching Chong Asian,3.2,20,250,"Chinese,Asian",Ahmedabad
Jay Bhavani Vadapav,4.3,50,200,Snacks,Ahmedabad
Pizza Hut,3.6,100,600,Pizzas,Ahmedabad
Tanoor,4.2,20,800,"Middle Eastern,Mediterranean",Ahmedabad
Kabir Restaurant,4.2,1000,400,"Indian,Gujarati",Ahmedabad
Mr & Mrs Somani - The Grand Bhagwati,4.2,100,400,"North Indian,Indian",Ahmedabad
Gita Samosa Centre,4.4,100,200,"Snacks,Fast Food",Ahmedabad
Legends Of Punjab - By Pepperazi,3.6,20,700,"North Indian,Thai",Ahmedabad
Binharif'S Dabeli,3.7,50,150,"Fast Food,Snacks",Ahmedabad
After Dark,3.3,20,300,Indian,Ahmedabad
UBQ By Barbeque Nation,3.8,100,300,"North Indian,Barbecue",Ahmedabad
The Big F,3.6,100,300,Beverages,Ahmedabad
Roti Da Wraps,3.9,50,250,Snacks,Ahmedabad
Mm'S Pizzeria,4.6,20,600,Pizzas,Ahmedabad
Kesar Foods,4.3,500,400,Indian,Ahmedabad
Juice Pitara,4.4,100,200,"Juices,Beverages",Ahmedabad
Santushti - Shakes & More,4.1,500,300,"Desserts,Beverages",Ahmedabad
Hyderabadi Hut,3.7,100,350,"Hyderabadi,North Indian",Ahmedabad
Upper Crust,4.2,100,800,"Indian,Chinese",Ahmedabad
New Prince Bhajipav Corner,4.0,500,300,South Indian,Ahmedabad
Shobha Foods,3.7,20,200,"North Indian,Indian",Ahmedabad
Chhaswala,4.6,100,200,"Beverages,Desserts",Ahmedabad
Roastery Cultur - The Coffee Company,4.2,50,450,Beverages,Ahmedabad
The Rookies Kitchen,4.2,100,200,"Snacks,North Indian",Ahmedabad
Cake Dengo Cake Shop,3.8,100,500,Desserts,Ahmedabad
Wack Waffles & Brownies,3.9,50,300,"Waffle,Desserts",Ahmedabad
Masti Juice Shahibaugwala,4.1,50,150,"Juices,Beverages",Ahmedabad
Beijing Chicken Lollipops,3.5,50,250,"Asian,Chinese",Ahmedabad
Miami Shakes & More,3.7,100,200,"Desserts,Beverages",Ahmedabad
Sante Spa Cuisine,4.4,50,700,"Japanese,Mediterranean",Ahmedabad
Pandeyji Parcel Point,4.1,50,200,"North Indian,Chinese",Ahmedabad
R.K. Egg Eatery,4.0,1000,200,"Indian,Mughlai",Ahmedabad
Jassi De Parathe,4.3,500,600,North Indian,Ahmedabad
Laxmi Ganthiya Rath,4.1,100,200,"Gujarati,Snacks",Ahmedabad
The Pancake Story,4.1,50,300,Desserts,Ahmedabad
Molly Moo Ice Creams,4.5,20,200,"Ice Cream,Desserts",Ahmedabad
Chup Chaap,3.0,20,200,"North Indian,Chinese",Ahmedabad
Cafe Piano - The Grand Bhagwati,4.2,500,400,"North Indian,American",Ahmedabad
La Tasty Sevusal,4.0,20,200,"Fast Food,Snacks",Ahmedabad
Hl Frankie,4.1,100,150,"Italian,Chinese",Ahmedabad
Ambika Dalwada,4.8,20,150,"Fast Food,Snacks",Ahmedabad
The Shake Maker,4.1,20,300,"Beverages,Desserts",Ahmedabad
Wat-A-Burger,3.7,100,300,Indian,Ahmedabad
Honest,4.3,100,350,"Indian,Chinese",Ahmedabad
Cake Bonzerbite,4.1,100,400,"Bakery,Desserts",Ahmedabad
Where's My Burger,3.5,20,250,"American,Fast Food",Ahmedabad
Starbucks Coffee,4.3,100,400,"Beverages,Ice Cream",Ahmedabad
Bole To Vadapav,4.2,20,200,"Street Food,Snacks",Ahmedabad
Pink Panther,4.1,20,350,"Asian,Burmese",Ahmedabad
Mahakal Pakodi Center,4.0,20,200,"Chaat,Indian",Ahmedabad
Shivam Bhojnalay,3.5,1000,200,"Thalis,Punjabi",Ahmedabad
Shree Jalaram Parotha House,3.4,20,200,North Indian,Ahmedabad
Kilos,4.0,100,150,"North Indian,Punjabi",Ahmedabad
The Swad,3.8,500,200,"Thalis,Punjabi",Ahmedabad
Mirch Masala,4.0,20,700,Indian,Ahmedabad
Anjoy Late Night Meals,4.1,1000,250,Indian,Ahmedabad
WTF! Pizza's & Bar-be-que,4.0,100,250,"Italian,Pizzas",Ahmedabad
Khana Khazana-Vastrapur,3.8,50,400,Indian,Ahmedabad
TGIH- Thank God Its Healthy,4.1,100,500,"Continental,Healthy Food",Ahmedabad
Chinese Wok Express,4.1,100,400,"Chinese,Thai",Ahmedabad
LunchBox - Meals and Thalis,4.1,100,200,"North Indian,Punjabi",Ahmedabad
The Thali House,2.8,20,250,"North Indian,Thalis",Ahmedabad
Zen Cafe,4.6,50,500,"Pizzas,Pastas",Ahmedabad
Wok Palace,3.4,20,200,"Chinese,Asian",Ahmedabad
Shree Janta Ice Cream,3.4,100,200,"Continental,Beverages",Ahmedabad
Mainland China,4.2,100,900,"Chinese,Oriental",Ahmedabad
Brothers Brand,4.0,100,550,"Indian,Chinese",Ahmedabad
McDonald's Gourmet Burger Collection,4.1,20,500,"Burgers,Beverages",Ahmedabad
Mehfil Biryani by Zakir Khan,3.9,100,600,"Biryani,Mughlai",Ahmedabad
Gordhan Thaal,4.1,50,650,Gujarati,Ahmedabad
Caffix The Tech Cafe,4.0,20,450,"Chinese,North Indian",Ahmedabad
Hao Chi,3.8,100,400,"Chinese,Pan Asian",Ahmedabad
Gwalia Sweets & Fast Food,4.4,500,250,"Sweets,North Indian",Ahmedabad
Food On Way,3.9,1000,200,"North Indian,Chinese",Ahmedabad
Sadda Meal,4.3,50,400,Indian,Ahmedabad
Grill'd N More,4.4,100,400,"Grill,Fast Food",Ahmedabad
Bowl Story,4.4,100,500,"Mexican,Continental",Ahmedabad
Cream Centre,4.3,20,900,"Indian,Italian",Ahmedabad
Dhaba Amritsari,3.6,20,300,"Punjabi,North Indian",Ahmedabad
La Pino'Z Pizza,3.8,100,400,"Pizzas,Pastas",Ahmedabad
Shiva'S Coffee Bar & Snacks,3.9,100,300,Beverages,Ahmedabad
Aarambh Kitchen,4.5,20,300,Indian,Ahmedabad
Jay Bhavani Vadapav,4.0,100,200,Snacks,Ahmedabad
Honest,4.0,100,400,"Indian,Chinese",Ahmedabad
33 The Eatery,3.6,50,250,"North Indian,Gujarati",Ahmedabad
Oven The Bakery,3.6,20,600,"Bakery,Desserts",Ahmedabad
Das Khaman,3.6,50,250,"Indian,Snacks",Ahmedabad
London Yard Pizza,3.3,100,300,"Pizzas,Italian",Ahmedabad
The Paul Bakery,3.8,50,200,"Beverages,Bakery",Ahmedabad
Pizza Tune,2.8,50,300,Pizzas,Ahmedabad
Myriad-Ii Restaurant And Banquet,4.2,20,200,"Indian,Chinese",Ahmedabad
RNR Food Station,3.9,20,200,"North Indian,Fast Food",Ahmedabad
The Fusion Pizza,3.9,100,200,"Pizzas,Beverages",Ahmedabad
Wakka Makka Chinese,1.9,20,300,"Beverages,Desserts",Ahmedabad
Tea Post,4.2,100,200,"Fast Food,Beverages",Ahmedabad
Wack Waffles & Brownies,4.5,50,300,"Waffle,Desserts",Ahmedabad
Subway,4.0,100,350,"Fast Food,Healthy Food",Ahmedabad
Hot Lee Chinese,2.8,20,250,"Asian,Chinese",Ahmedabad
City Vadapav,3.8,20,200,"Fast Food,Snacks",Ahmedabad
Karnavati Snacks,3.4,20,200,Snacks,Ahmedabad
The Shake Maker,4.3,20,200,Beverages,Ahmedabad
Katori Kitchens,3.6,50,250,"Snacks,Italian",Ahmedabad
One Bite,4.1,20,350,Italian,Ahmedabad
Urban Khichdi,3.5,20,250,"Indian,Punjabi",Ahmedabad
Shreeji Khana Khazana Cafe,4.3,20,300,"Indian,Chinese",Ahmedabad
New Freeze Land,4.0,50,200,"Cafe,American",Ahmedabad
Cakes N Mor,3.9,20,200,Bakery,Ahmedabad
Mr. Puff,4.1,50,200,Bakery,Ahmedabad
Sorath Suddh Kathiyawadi Restaurant,4.1,50,300,"Indian,Rajasthani",Ahmedabad
Puffizza,3.6,20,400,"Indian,Pizzas",Ahmedabad
The Waffle Co,2.5,20,200,"Desserts,Beverages",Ahmedabad
La Milano Pizzeria,4.2,500,199,"Italian,Pizzas",Ahmedabad
Hocco Eatery,4.0,100,250,"North Indian,Pizzas",Ahmedabad
